의도(Intent),개체명(NER),질문(Query),답변(Answer),답변 이미지
0,,짧은 가을이 깊어가는 시월이 찾아왔습니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,귀뚜라미 울음소리와 귓가에 맴도는 매미소리가 떠나가는 여름을 못내 아쉬워하는 것만 같습니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,황금들녁 먹거리 풍성한 가을입니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,제각기 풍성하고 아름다운 색채를 뽐내던 가로수들이 어느새 앙상한 가지를 드러내고 있는 것을 보면 겨울이 오긴 온 것 같습니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,모락모락 길거리 따뜻한 호빵의 유혹을 지나치기 힘든 계절이 찾아왔습니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,아침저녁으로 매서운 바람에 옷깃을 여미게 되는 겨울입니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,어느새 매서운 바람이 가을을 몰아내고 겨울을 가지고 들어 왔네요.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,연초에 다짐했던 계획들 잘 정리하고 계신가요?,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,올해도 한장의 달력만을 남겨두고 있습니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
0,,가로를 뒤덮던 낙엽도 어느새 흔적도 없이 사라지고 이제는 그 자리를 소복히 채워 줄 함박눈이 기다려지는 12월입니다.,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,없음
1,,ㄱㅐ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㄲㅏ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㄲㅑ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㄲㅣ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㅅㅂㄹㅁ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㅅㅐ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㅆㅂㄹㅁ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㅆㅍ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㅆㅣ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㅆ앙,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,ㅍㅏ,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,凸,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,갈보,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,갈보년,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,강아지,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,같은년,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,같은뇬,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,색스,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개같은,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개구라,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개년,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개놈,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개뇬,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개대중,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개독,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개돼중,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개랄,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개보지,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개뻥,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개뿔,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개새,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개새기,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개새끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개새키,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개색기,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개색끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개색키,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개색히,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개섀끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개세,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개세끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개세이,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개소리,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개쑈,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개쇳기,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개수작,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개쉐,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개쉐리,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개쉐이,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개쉑,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개쉽,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개스끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개시키,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개십새기,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개십새끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개 q,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개씹,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개아들,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개자슥,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개자지,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개접,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개좆,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개좌식,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,개허접,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,걔새,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,걔수작,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,걔시끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,걔시키,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,걔 y,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,걸레,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,게색기,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,게색끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,광뇬,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,구녕,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,구라,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,구멍,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,그년,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,그새끼,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,냄비,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,놈현,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,뇬,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,눈깔,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,뉘미럴,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니귀미,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니기미,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니미,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니미랄,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니미럴,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니미씹,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니아배,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니아베,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니아비,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니어매,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니어메,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,니어미,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,닝기리,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,닝기미,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,대가리,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,뎡신,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,도라이,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,돈놈,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,돌아이,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,돌은놈,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,되질래,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,뒈져,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,뒈져라,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,뒈진,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
1,,뒈진다,강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으시면 알려드릴게요.,없음
